corso_codice,annoaccademico,immatricolabile,corso_descrizione,url,campus,sededidattica,ambiti,tipologia,durata,internazionale,internazionale_titolo,internazionale_lingua,lingue,accesso
8769,2018/2019,True,Aerospace engineering ,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8769,ForlÃ¬,ForlÃ¬,Ingegneria e architettura,Laurea Magistrale,2,True,Titolo multiplo,Erogato in lingua straniera,Inglese,numero chiuso
8770,2018/2019,True,Ingegneria elettronica e telecomunicazioni per lâ€™energia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8770,Cesena,Cesena,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8771,2018/2019,True,Ingegneria meccanica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8771,ForlÃ¬,ForlÃ¬,Ingegneria e architettura,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,numero chiuso
8772,2018/2019,True,Culture e tecniche della moda,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8772,Rimini,Rimini,Studi umanistici,Laurea,3,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8773,2018/2019,True,Scienze filosofiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8773,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8774,2018/2019,True,Scienze e tecniche psicologiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8774,Cesena,Cesena,Psicologia,Laurea,3,False,,,Italiano,numero chiuso
8775,2018/2019,True,Educatore nei servizi per l'infanzia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8775,Bologna,Bologna,Scienze dellâ€™educazione e della formazione,Laurea,3,False,,,Italiano,numero chiuso
8776,2018/2019,True,Educatore sociale e culturale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8776,Bologna,Bologna,Scienze dellâ€™educazione e della formazione,Laurea,3,False,,,Italiano,numero chiuso
8777,2018/2019,True,Educatore sociale e culturale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8777,Rimini,Rimini,Scienze dellâ€™educazione e della formazione,Laurea,3,False,,,Italiano,numero chiuso
8780,2018/2019,True,Scienze dellâ€™educazione permanente e della formazione continua,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8780,Bologna,Bologna,Scienze dellâ€™educazione e della formazione,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8782,2018/2019,True,Relazioni internazionali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8782,Bologna,Bologna,Scienze politiche,Laurea Magistrale,2,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,numero chiuso
8783,2018/2019,False,Scienze internazionali e diplomatiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8783,ForlÃ¬,ForlÃ¬,Scienze politiche,Laurea Magistrale,2,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,numero chiuso
8784,2018/2019,True,"Politica, amministrazione e organizzazione",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8784,Bologna,Bologna,Scienze politiche,Laurea Magistrale,2,True,Titolo multiplo (solo alcuni curricula),,Italiano,numero chiuso
8786,2018/2019,True,Sociologia e servizio sociale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8786,Bologna,Bologna,Sociologia,Laurea Magistrale,2,True,Titolo multiplo (solo alcuni curricula),,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8829,2018/2019,True,Ingegneria dei processi e dei sistemi edilizi,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8829,Ravenna,Ravenna,Ingegneria e architettura,Laurea Magistrale,2,True,Titolo multiplo (solo alcuni curricula),Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8834,2018/2019,True,Acquacoltura e igiene delle produzioni ittiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8834,Cesena,Cesenatico,Medicina veterinaria,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
8835,2018/2019,True,Economics and finance ,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8835,Bologna,Bologna,Economia e management,Laurea,3,True,,Erogato in lingua straniera,Inglese,numero chiuso
8837,2018/2019,True,Discipline della musica e del teatro,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8837,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8838,2018/2019,True,Scienze del libro e del documento,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8838,Ravenna,Ravenna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8839,2018/2019,True,Resource economics and sustainable development ,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8839,Rimini,Rimini,Economia e management,Laurea Magistrale,2,True,,Erogato in lingua straniera,Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8840,2018/2019,True,Comunicazione pubblica e d'impresa,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8840,Bologna,Bologna,Scienze politiche,Laurea Magistrale,2,False,,,Italiano,numero chiuso
