annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,8020,Bioinformatics,000,,000,,Manifesto-2018_8020_000_000_2018,Course structure diagrams for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8020/000/000/2018
2018/2019,8021,Biologia molecolare e cellulare,000,,000,,Manifesto-2018_8021_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2019/2020,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8021/000/000/2018
2018/2019,8025,Fisica,787,CURRICULUM A: TEORICO GENERALE,000,,Manifesto-2018_8025_000_787_2017,Curriculum Teorico Generale: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8025/787/000/2017
2018/2019,8025,Fisica,788,CURRICULUM B: FISICA NUCLEARE E SUBNUCLEARE,000,,Manifesto-2018_8025_000_788_2017,Curriculum Fisica Nucleare e Subnucleare: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8025/788/000/2017
2018/2019,8025,Fisica,791,CURRICULUM E: FISICA APPLICATA,000,,Manifesto-2018_8025_000_791_2017,Curriculum Fisica applicata: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8025/791/000/2017
2018/2019,8025,Fisica,A74,MATERIALS PHYSICS AND NANOSCIENCE,000,,Manifesto-2018_8025_000_A74_2017,Curriculum Materials physics and nanoscience: for students enrolled a.y. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8025/A74/000/2017
2018/2019,8026,Fotochimica e materiali molecolari,000,,000,,Manifesto-2018_8026_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8026/000/000/2018
2018/2019,8026,Fotochimica e materiali molecolari,000,,000,,Manifesto-2018_8026_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8026/000/000/2017
2018/2019,8027,Geologia e territorio,562,CURRICULUM B GEORISORSE,000,,Manifesto-2018_8027_000_562_2018,Curriculum Georisorse: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8027/562/000/2018
2018/2019,8027,Geologia e territorio,562,CURRICULUM B GEORISORSE,000,,Manifesto-2018_8027_000_562_2017,Curriculum Georisorse: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8027/562/000/2017
2018/2019,8027,Geologia e territorio,712,CURRICULUM A: RISCHIO IDROGEOLOGICO,000,,Manifesto-2018_8027_000_712_2018,Curriculum Rischio idrogeologico: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8027/712/000/2018
2018/2019,8027,Geologia e territorio,712,CURRICULUM A: RISCHIO IDROGEOLOGICO,000,,Manifesto-2018_8027_000_712_2017,Curriculum Rischio idrogeologico: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8027/712/000/2017
2018/2019,8028,Informatica,991,CURRICULUM B: INFORMATICA PER IL MANAGEMENT,000,,Manifesto-2018_8028_000_991_2018,Curriculum Informatica per il management: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/991/000/2018
2018/2019,8028,Informatica,991,CURRICULUM B: INFORMATICA PER IL MANAGEMENT,000,,Manifesto-2018_8028_000_991_2017,Curriculum Informatica per il management: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/991/000/2017
2018/2019,8028,Informatica,992,CURRICULUM C: SISTEMI E RETI,000,,Manifesto-2018_8028_000_992_2018,Curriculum Sistemi e reti: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/992/000/2018
2018/2019,8028,Informatica,992,CURRICULUM C: SISTEMI E RETI,000,,Manifesto-2018_8028_000_992_2017,Curriculum Sistemi e reti: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/992/000/2017
2018/2019,8028,Informatica,A58,CURRICULUM A: TECNICHE DEL SOFTWARE,000,,Manifesto-2018_8028_000_A58_2018,Curriculum Tecniche del software: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/A58/000/2018
2018/2019,8028,Informatica,A58,CURRICULUM A: TECNICHE DEL SOFTWARE,000,,Manifesto-2018_8028_000_A58_2017,Curriculum Tecniche del software: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8028/A58/000/2017
2018/2019,8037,Scienze e tecniche dell'attivita' sportiva,000,,000,,Manifesto-2018_8037_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8037/000/000/2018
2018/2019,8038,"Economia, mercati e istituzioni",000,,000,,Manifesto-2018_8038_000_000_2018,Piano di studi immatricolati a.a. 2018/19,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019; il corso di allineamento in Matematica generale si svolgerà dal 18/09 al 22/10/2018; le lezioni del periodo E si svolgeranno dal 05/11 al 07/12/2018 e dal 18/02 al 24/05/2019.  
Ore di lezione: 3 cfu =20; 4 cfu = 24; 6 cfu = 36; 8/10 cfu = 60; 12 cfu = 70.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8038/000/000/2018
2018/2019,8038,"Economia, mercati e istituzioni",000,,000,,Manifesto-2018_8038_000_000_2017,Piano di studi immatricolati a.a. 2017/18,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019. 
Ore di lezione: 3 cfu =20; 4 cfu = 24; 6 cfu = 36; 8/10 cfu = 60; 12 cfu = 70.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8038/000/000/2017
2018/2019,8038,"Economia, mercati e istituzioni",000,,000,,Manifesto-2018_8038_000_000_88,Piano di studi immatricolati a.a. 2016/17,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019.
Ore di lezione: 3 cfu =20; 4 cfu = 24; 6 cfu = 36; 8/10 cfu = 60; 12 cfu = 70.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8038/000/000/88
2018/2019,8040,Servizio sociale,000,,000,,Manifesto-2018_8040_000_000_2018,Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8040/000/000/2018
2018/2019,8040,Servizio sociale,000,,000,,Manifesto-2018_8040_000_000_2017,Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8040/000/000/2017
2018/2019,8040,Servizio sociale,000,,000,,Manifesto-2018_8040_000_000_88,Piano didattico immatricolati A.A. 2016/2017,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8040/000/000/88
2018/2019,8048,Scienze internazionali e diplomatiche,000,,000,,Manifesto-2018_8048_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8048/000/000/2017
2018/2019,8048,Scienze internazionali e diplomatiche,000,,000,,Manifesto-2018_8048_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/2017,Il Piano Didattico si applica agli studenti immatricolati dall' a.a.2016/2017.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8048/000/000/88
2018/2019,8048,Scienze internazionali e diplomatiche,000,,000,,Manifesto-2018_8048_000_000_5,Piano didattico per studenti immatricolati negli aa.aa. 2014/2015 e 2015/2016,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8048/000/000/5
2018/2019,8048,Scienze internazionali e diplomatiche,B10,CURRICULUM SCIENZE INTERNAZIONALI E DIPLOMATICHE,000,,Manifesto-2018_8048_000_B10_2018,Curriculum Scienze internazionali e diplomatiche: per studenti immatricolati nell'a.a. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8048/B10/000/2018
2018/2019,8048,Scienze internazionali e diplomatiche,B11,CURRICULUM DIPLOMATIC AND INTERNATIONAL SCIENCES,000,,Manifesto-2018_8048_000_B11_2018,Curriculum Diplomatic international Sciences: students enrolled a.y. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8048/B11/000/2018
2018/2019,8049,Interdisciplinary research and studies on eastern europe,000,,000,,Manifesto-2018_8049_000_000_2018,Study plan for students enrolling in the academic year 2018/2019,Courses with mandatory attendance,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8049/000/000/2018
2018/2019,8049,Interdisciplinary research and studies on eastern europe,000,,000,,Manifesto-2018_8049_000_000_2017,Study plan for students enrolling in the academic year 2017/2018,Courses with mandatory attendance,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8049/000/000/2017
2018/2019,8051,Mass media e politica,000,,000,,Manifesto-2018_8051_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/2019,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8051/000/000/2018
2018/2019,8051,Mass media e politica,000,,000,,Manifesto-2018_8051_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8051/000/000/2017
2018/2019,8051,Mass media e politica,000,,000,,Manifesto-2018_8051_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/2017,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8051/000/000/88
2018/2019,8059,Mediazione linguistica interculturale,000,,000,,Manifesto-2018_8059_000_000_2018,Piano didattico per studenti immatricolati nell'A.A. 2018/2019,"LEGENDA
CICLO: periodo di svolgimento delle lezioni 
1= dal 01/10/2018 al 21/12/2018 
2= dal 11/02/2019 al 10/05/2019 
E= dal 01/10/2018 al 21/12/2018 e dal 11/02/2019 al 10/05/2019

SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8059/000/000/2018
2018/2019,8059,Mediazione linguistica interculturale,000,,000,,Manifesto-2018_8059_000_000_2017,Piano didattico per studenti immatricolati nell'A.A. 2017-2018,"LEGENDA
CICLO: periodo di svolgimento delle lezioni 
1= dal 01/10/2018 al 21/12/2018 
2= dal 11/02/2019 al 10/05/2019 
E= dal 01/10/2018 al 21/12/2018 e dal 11/02/2019 al 10/05/2019

SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8059/000/000/2017
2018/2019,8059,Mediazione linguistica interculturale,000,,000,,Manifesto-2018_8059_000_000_4,Piano di studi per gli studenti immatricolati A.A. 2015/2016 e 2016/2017,"LEGENDA
CICLO: periodo di svolgimento delle lezioni 
1= dal 01/10/2018 al 21/12/2018 
2= dal 11/02/2019 al 10/05/2019 
E= dal 01/10/2018 al 21/12/2018 e dal 11/02/2019 al 10/05/2019

SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8059/000/000/4
2018/2019,8060,Interpretazione,000,,000,,Manifesto-2018_8060_000_000_2018,Piano didattico per studenti immatricolati nell'A.A. 2018/19,"LEGENDA
CICLO: periodo di svolgimento delle lezioni 1= dal 01.10.2018 al 21.12.2018 2= dal 11.02.2019 al 10.05.2019 E= dal 01.10.2018 al 21.12.2018 e dal 11.02.2019 al 10.05.2019
SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8060/000/000/2018
2018/2019,8060,Interpretazione,000,,000,,Manifesto-2018_8060_000_000_2017,Piano didattico per studenti immatricolati nell'A.A. 2017/18 e 2016/2017,"LEGENDA

LEGENDA CICLO: periodo di svolgimento delle lezioni 1= dal 02/10/2017 al 21/12/2017 2= dal 12/02/2018 al 12/05/2018 E= dal 02/10/2017 al 21/12/2017 e dal 12/02/2018 al 12/05/2018

SSD: sigla del settore scientifico disciplinare all'interno del quale è attivato l'insegnamento

CFU: crediti formativi universitari attribuiti all'insegnamento",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8060/000/000/2017
2018/2019,8060,Interpretazione,000,,000,,Manifesto-2018_8060_000_000_5,Piano didattico A.A. 2016/17 per gli studenti del I e del II anno,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8060/000/000/5
2018/2019,8182,Design del prodotto industriale,000,,000,,Manifesto-2018_8182_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8182/000/000/2018
2018/2019,8182,Design del prodotto industriale,000,,000,,Manifesto-2018_8182_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8182/000/000/2017
2018/2019,8182,Design del prodotto industriale,000,,000,,Manifesto-2018_8182_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8182/000/000/88
2018/2019,8198,Ingegneria biomedica,000,,000,,Manifesto-2018_8198_000_000_2017,Piano di studi ,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8198/000/000/2017
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,"Legenda periodo: 1= 1 semestre, 2= 2 semestre;",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/2018
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,"Legenda periodo: 1= 1 semestre, 2= 2 semestre;",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/2017
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,Legenda periodo: 1= primo semestre; 2= secondo semestre,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/88
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_3,Piano didattico per studenti immatricolati nell'a.a. 2010/11 (solo studenti in debito d'esame),Legenda periodo: 1= primo semestre; 2=secondo semestre,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/3
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_2,Piano didattico per studenti immatricolati nell'a.a. 2009/10 (solo studenti in debito d'esame),Legenda periodi: 1= primo semestre; 2=secondo semestre,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/2
2018/2019,8204,Odontoiatria e protesi dentaria,000,,000,,Manifesto-2018_8204_000_000_1,Piano didattico Odontoiatria e protesi dentaria,Legenda periodo: 1= primo semestre; 2=secondo semestre,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8204/000/000/1
2018/2019,8208,Matematica,839,CURRICULUM C: DIDATTICO,000,,Manifesto-2018_8208_000_839_2018,Curriculum Didattico: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8208/839/000/2018
2018/2019,8208,Matematica,839,CURRICULUM C: DIDATTICO,000,,Manifesto-2018_8208_000_839_2017,Curriculum Didattico: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8208/839/000/2017
2018/2019,8208,Matematica,955,CURRICULUM A: GENERALE E APPLICATIVO,000,,Manifesto-2018_8208_000_955_2018,Curriculum Generale e Applicativo: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8208/955/000/2018
2018/2019,8208,Matematica,955,CURRICULUM A: GENERALE E APPLICATIVO,000,,Manifesto-2018_8208_000_955_2017,Curriculum Generale e Applicativo: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8208/955/000/2017
2018/2019,8209,Scienze e gestione della natura,000,,000,,Manifesto-2018_8209_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8209/000/000/2017
2018/2019,8263,Ingegneria aerospaziale,000,,000,,Manifesto-2018_8263_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-2017,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8263/000/000/88
2018/2019,8406,Management e marketing,000,,000,,Manifesto-2018_8406_000_000_2018,Piano di studi immatricolati a.a. 2018/19,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019; il corso di allineamento in Matematica generale si svolgerà dal 18/09 al 22/10/2018; le lezioni del periodo E si svolgeranno dal 05/11 al 07/12/2018 e dal 18/02 al 24/05/2019; le lezioni del periodo P si svolgeranno dal 18/09/2018 al 23/03/2019.
Ore di lezione: 3 cfu = 30 ore; 6 cfu = 45 ore; 7 cfu = 53 ore; 8 cfu = 60 ore; 10 cfu = 80 ore; 12 cfu = 90 ore; 14 cfu = 110 ore",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8406/000/000/2018
2018/2019,8406,Management e marketing,000,,000,,Manifesto-2018_8406_000_000_2017,Piano di studi immatricolati a.a. 2017/18,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019.. 
Ore di lezione: 3 cfu = 30 ore; 6 cfu = 45 ore; 7 cfu = 53 ore; 8 cfu = 60 ore; 10 cfu = 80 ore; 12 cfu = 90 ore; 14 cfu = 110 ore",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8406/000/000/2017
2018/2019,8406,Management e marketing,000,,000,,Manifesto-2018_8406_000_000_88,Piano di studi immatricolati a.a. 2016/17,"Le lezioni del periodo 1 (primo semestre) si svolgeranno dal 18/09 al 07/12/2018; le lezioni del periodo 2 (secondo semestre) si svolgeranno dal 18/02 al 24/05/2019.. 
Ore di lezione: 3 cfu = 30 ore; 6 cfu = 45 ore; 7 cfu = 53 ore; 8 cfu = 60 ore; 10 cfu = 80 ore; 12 cfu = 90 ore; 14 cfu = 110 ore",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8406/000/000/88
2018/2019,8408,Economics,000,,000,,Manifesto-2018_8408_000_000_2018,Study plan for students enrolled in a.y. 2018/19,"Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); A (from 18/09/2018 to 24/05/2019); S (from 18/02 to 24/05/2019).
Lesson Hours: 3 ECTS (CFU) = 15; 6 ECTS (CFU) = 30",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8408/000/000/2018
2018/2019,8408,Economics,000,,000,,Manifesto-2018_8408_000_000_2017,Study plan for students enrolled in a.y. 2017/18,"Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); A (from 18/09/2018 to 24/05/2019); S (from 18/02 to 24/05/2019).
Lesson Hours: 3 ECTS (CFU) = 15; 6 ECTS (CFU) = 30",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8408/000/000/2017
2018/2019,8412,Chimica e tecnologia farmaceutiche,000,,000,,Manifesto-2018_8412_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8412/000/000/2018
2018/2019,8412,Chimica e tecnologia farmaceutiche,000,,000,,Manifesto-2018_8412_000_000_88,Piano didattico immatricolati A.A. 2017/18 e precedenti,Piano per il 4° anno di corso AA 2019/20,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8412/000/000/88
2018/2019,8412,Chimica e tecnologia farmaceutiche,000,,000,,Manifesto-2018_8412_000_000_2,Piano didattico per studenti immatricolati nell'a.a. 2015-16 e precedenti,Nell' AA 2019/20 attivo solo il 5° anno di corso,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8412/000/000/2
2018/2019,8413,Farmacia,000,,000,,Manifesto-2018_8413_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17 e precedenti,Nell' A.A. 2018/19  attivo dal III al V anno di corso,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8413/000/000/88
2018/2019,8414,Farmacia,000,,000,,Manifesto-2018_8414_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016/17,"Nell' AA 2018/19 il primo e il secondo anno di corso sono disattivati. Rimangono attivi il III, IV e V anno di corso.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8414/000/000/88
2018/2019,8414,Farmacia,000,,000,,Manifesto-2018_8414_000_000_1,Piano didattico per studenti immatricolati nell'a.a. 2015/16 e anni precedenti,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8414/000/000/1
2018/2019,8415,Medicina e chirurgia,000,,000,,Manifesto-2018_8415_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,"Legenda periodo: 1-3-4= 1 semestre, 2= 2 semestre; 5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8415/000/000/2018
2018/2019,8415,Medicina e chirurgia,000,,000,,Manifesto-2018_8415_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,"Legenda periodo: 1-3-4= 1 semestre, 2= 2 semestre; 5= annuale",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8415/000/000/2017
2018/2019,8415,Medicina e chirurgia,000,,000,,Manifesto-2018_8415_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,Legenda periodi: 1-3-4-= primo semestre; 2= secondo semestre; 5= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8415/000/000/88
2018/2019,8415,Medicina e chirurgia,000,,000,,Manifesto-2018_8415_000_000_1,Piano didattico per studenti immatricolati dall'a.a. 2010-11 all'a.a. 2015-16,Legenda periodi: 1-3-4= primo semestre; 2= secondo semestre; 5= annuale,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8415/000/000/1
2018/2019,8418,Analisi e gestione dell'ambiente,000,,000,,Manifesto-2018_8418_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8418/000/000/2018
2018/2019,8418,Analisi e gestione dell'ambiente,000,,000,,Manifesto-2018_8418_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8418/000/000/2017
2018/2019,8418,Analisi e gestione dell'ambiente,968,CURRICULUM: WATER AND COASTAL MANAGEMENT,000,,Manifesto-2018_8418_000_968_2018,Curriculum Water and Coastal Management: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8418/968/000/2018
2018/2019,8418,Analisi e gestione dell'ambiente,A98,CURRICULUM CLIMATE-KIC,000,,Manifesto-2018_8418_000_A98_2018,Curriculum Climate KIC: per studenti immatricolati nell'a.a. 2018-19,Progetto Climate KIC,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8418/A98/000/2018
2018/2019,8418,Analisi e gestione dell'ambiente,A98,CURRICULUM CLIMATE-KIC,000,,Manifesto-2018_8418_000_A98_2017,Curriculum Climate KIC: per studenti immatricolati nell'a.a. 2017/18,Progetto Climate KIC,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8418/A98/000/2017
2018/2019,8419,Biodiversita' ed evoluzione,000,,000,,Manifesto-2018_8419_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8419/000/000/2018
2018/2019,8419,Biodiversita' ed evoluzione,000,,000,,Manifesto-2018_8419_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8419/000/000/2017
2018/2019,8420,Economia e politica economica,979,ECONOMIA E POLITICA ECONOMICA,000,,Manifesto-2018_8420_000_979_2018,Piano di studi Curr. 979.ECONOMIA E POLITICA ECONOMICA immatricolati a.a. 2018/19,Le lezioni si svolgeranno nei seguenti periodi: 1 (dal 18/09 al 22/10/2018); 2 (dal 05/11 al 07/12/2018); P (dal 18/09 al 07/12/2018); 3 (dal 18/02 al 23/03/2019); 4 (dal 15/04 al 24/05/2019); S (dal 18/02 al 24/05/2019).  Ore di lezione: 4 cfu = 24; 5 cfu = 30; 6 cfu = 36; 10 cfu = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8420/979/000/2018
