annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,9222,Statistical sciences,A93,OFFICIAL STATISTICS,000,,Manifesto-2018_9222_000_A93_2017,Study plan curr. A93 OFFICIAL STATISTICS for students enrolled in a.y. 2017/18,Classes will be held in the following terms: First term (from 18/09 to 22/10/2018); Second term (from 05/11 to 07/12/2018); P (from 18/09 to 07/12/2018); Third term (from 18/02 to 23/03/2019); Fourth term (from 15/04 to 24/05/2019); S (from 15/02 to 24/05/2019).  Lesson Hours: 4 ECTS (CFU) = 24; 6 ECTS (CFU) = 30; 10 ECTS (CFU) = 60.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9222/A93/000/2017
2018/2019,9223,Farmacia,000,,000,,Manifesto-2018_9223_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9223/000/000/2018
2018/2019,9223,Farmacia,000,,000,,Manifesto-2018_9223_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9223/000/000/2017
2018/2019,9224,Digital humanities and digital knowledge,000,,000,,Manifesto-2018_9224_000_000_2018,Course structure diagrams for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9224/000/000/2018
2018/2019,9224,Digital humanities and digital knowledge,000,,000,,Manifesto-2018_9224_000_000_2017,Course structure diagrams for students enrolled a.y. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9224/000/000/2017
2018/2019,9225,Advanced cosmetic sciences,000,,000,,Manifesto-2018_9225_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9225/000/000/2018
2018/2019,9226,International politics and markets,000,,000,,Manifesto-2018_9226_000_000_2018,Course structure diagrams for students enrolled a.y. 2018-19,Courses with mandatory attendance,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9226/000/000/2018
2018/2019,9227,"Wellness culture: sport, health and tourism",000,,000,,Manifesto-2018_9227_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9227/000/000/2018
2018/2019,9227,"Wellness culture: sport, health and tourism",000,,000,,Manifesto-2018_9227_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9227/000/000/2017
2018/2019,9228,Progettazione e gestione dell'intervento educativo nel disagio sociale,000,,000,,Manifesto-2018_9228_000_000_2018,Piano di studio,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9228/000/000/2018
2018/2019,9229,Progettazione e gestione dell'intervento educativo nel disagio sociale,000,,000,,Manifesto-2018_9229_000_000_2018,Piano di studio,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9229/000/000/2018
2018/2019,9230,Consulente del lavoro e delle relazioni aziendali,000,,000,,Manifesto-2018_9230_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9230/000/000/2018
2018/2019,9230,Consulente del lavoro e delle relazioni aziendali,000,,000,,Manifesto-2018_9230_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9230/000/000/2017
2018/2019,9231,Giurista per le imprese e per la pubblica amministrazione,745,CONTRATTI IMPRESA E TRASPORTI,000,,Manifesto-2018_9231_000_745_2017,"Indirizzo: CONTRATTI, IMPRESA e TRASPORTI. Piano didattico valido per gli studenti immatricolati nell'a.a. 2017-18","Ciclo 1: lezioni da fine settembre a inizio dicembre; esami di profitto a partire dal mese di gennaio.
Ciclo 2: lezioni da fine febbraio a metà maggio; esami di profitto a partire da fine maggio.
Ciclo A: lezioni da fine settembre a metà maggio; esami di profitto a partire da fine maggio.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9231/745/000/2017
2018/2019,9231,Giurista per le imprese e per la pubblica amministrazione,746,AMMINISTRAZIONE E GOVERNO DEL TERRITORIO,000,,Manifesto-2018_9231_000_746_2017,Indirizzo: AMMINISTRAZIONE E GOVERNO DEL TERRITORIO. Piano didattico valido per gli studenti immatricolati nell'a.a. 2017-18,"Ciclo 1: lezioni da fine settembre a inizio dicembre; esami di profitto a partire dal mese di gennaio.
Ciclo 2: lezioni da fine febbraio a metà maggio; esami di profitto a partire da fine maggio.
Ciclo A: lezioni da fine settembre a metà maggio; esami di profitto a partire da fine maggio.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9231/746/000/2017
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_9119,,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/9119
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_9118,PER GLI STUDENTI IMMATRICOLATI AL PIANO DI STUDIO INDIVIDUALE IN DIRITTO ITALO-SPAGNOLO A.A. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/9118
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_9117,PER GLI STUDENTI IMMATRICOLATI AL PIANO DI STUDIO INDIVIDUALE IN DIRITTO ITALO-SPAGNOLO A PARTIRE DALL'A.A. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/9117
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_9018,PER GLI STUDENTI IMMATRICOLATI AL PIANO DI STUDIO INDIVIDUALE IN DIRITTO ITALO-FRANCESE A.A. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/9018
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_9017,PER GLI STUDENTI IMMATRICOLATI AL PIANO DI STUDIO INDIVIDUALE IN DIRITTO ITALO-FRANCESE A PARTIRE DALL'A.A. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/9017
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/2018
2018/2019,9232,Giurisprudenza,000,,000,,Manifesto-2018_9232_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9232/000/000/2017
2018/2019,9233,Giurisprudenza,000,,000,,Manifesto-2018_9233_000_000_2018,Piano didattico valido per gli studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9233/000/000/2018
2018/2019,9233,Giurisprudenza,000,,000,,Manifesto-2018_9233_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9233/000/000/2017
2018/2019,9234,Ingegneria aerospaziale,000,,000,,Manifesto-2018_9234_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-2019,"PROPEDEUTICITA'
Per sostenere qualsiasi esame del terzo anno di corso lo studente deve avere acquisito almeno 30 CFU negli insegnamenti del primo anno di corso appartenenti ai seguenti SSD: 
- MAT/03 (Geometria)
- MAT/05 (Analisi matematica)
- MAT/07 (Fisica matematica)
- FIS/01 (Fisica sperimentale)",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9234/000/000/2018
2018/2019,9234,Ingegneria aerospaziale,000,,000,,Manifesto-2018_9234_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9234/000/000/2017
2018/2019,9235,Scienze e tecnologie agrarie,943,MEDICINA DELLE PIANTE,000,,Manifesto-2018_9235_000_943_2018,Curriculum Medicina delle Piante: per studenti immatricolati nell'A.A. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/943/000/2018
2018/2019,9235,Scienze e tecnologie agrarie,943,MEDICINA DELLE PIANTE,000,,Manifesto-2018_9235_000_943_2017,Curriculum Medicina delle Piante: per studenti immatricolati nell'A.A. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/943/000/2017
2018/2019,9235,Scienze e tecnologie agrarie,A37,PRODUZIONI E BIOTECNOLOGIE VEGETALI,000,,Manifesto-2018_9235_000_A37_2018,Curriculum Produzioni e Biotecnologie vegetali: per studenti immatricolati nell'A.A. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/A37/000/2018
2018/2019,9235,Scienze e tecnologie agrarie,A37,PRODUZIONI E BIOTECNOLOGIE VEGETALI,000,,Manifesto-2018_9235_000_A37_2017,Curriculum Produzioni e Biotecnologie vegetali: per studenti immatricolati nell'A.A. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/A37/000/2017
2018/2019,9235,Scienze e tecnologie agrarie,A38,TECNICO-ECONOMICO E GESTIONALE,000,,Manifesto-2018_9235_000_A38_2018,Curriculum Tecnico-economico e gestionale: per studenti immatricolati nell'A.A. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/A38/000/2018
2018/2019,9235,Scienze e tecnologie agrarie,A38,TECNICO-ECONOMICO E GESTIONALE,000,,Manifesto-2018_9235_000_A38_2017,Curriculum Tecnico-economico e gestionale: per studenti immatricolati nell'A.A. 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9235/A38/000/2017
2018/2019,9236,"Work, organizational and personnel psychology",000,,000,,Manifesto-2018_9236_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,List of activated subjects for students enrolled in Academic Year 2017/2018,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9236/000/000/2018
2018/2019,9236,"Work, organizational and personnel psychology",000,,000,,Manifesto-2018_9236_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,List of activated subjects for students enrolled in Academic Year 2017/2018,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9236/000/000/2017
2018/2019,9237,International cooperation on human rights and intercultural heritage,A94,PROTECTION OF HUMAN RIGHTS AND INTERNATIONAL COOPERATION,000,,Manifesto-2018_9237_000_A94_2018,Curriculum Protection of Human Rights and International Cooperation: for students enrolled a.y. 2018/19,"LEZIONI PRIMO PERIODO: 08/10/2018-21/12/2018
LEZIONI SECONDO PERIODO: 18/2/2019-31/5/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9237/A94/000/2018
2018/2019,9237,International cooperation on human rights and intercultural heritage,A94,PROTECTION OF HUMAN RIGHTS AND INTERNATIONAL COOPERATION,000,,Manifesto-2018_9237_000_A94_2017,Curriculum Protection of Human Rights and International Cooperation: for students enrolled a.y. 2017/18,"LEZIONI PRIMO PERIODO: 08/10/2018-21/12/2018
LEZIONI SECONDO PERIODO: 18/2/2019-31/5/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9237/A94/000/2017
2018/2019,9237,International cooperation on human rights and intercultural heritage,A95,INTERNATIONAL COOPERATION ON INTERCULTURAL HERITAGE,000,,Manifesto-2018_9237_000_A95_2018,Curriculum International Cooperation on Intercultural Heritage: for students enrolled a.y. 2018/19,"LEZIONI PRIMO PERIODO: 08/10/2018-21/12/2018
LEZIONI SECONDO PERIODO: 18/2/2019-31/5/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9237/A95/000/2018
2018/2019,9237,International cooperation on human rights and intercultural heritage,A95,INTERNATIONAL COOPERATION ON INTERCULTURAL HERITAGE,000,,Manifesto-2018_9237_000_A95_2017,Curriculum International Cooperation on Intercultural Heritage: for students enrolled a.y. 2017/18,"LEZIONI PRIMO PERIODO: 08/10/2018-21/12/2018
LEZIONI SECONDO PERIODO: 18/2/2019-31/5/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9237/A95/000/2017
2018/2019,9238,Advanced automotive electronic engineering,000,,000,,Manifesto-2018_9238_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,Le lezioni del primo anno di corso sono erogate presso l'Ateneo di Bologna mentre le lezioni del secondo anno saranno erogate presso l'Ateneo di Modena e Reggio Emilia.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9238/000/000/2018
2018/2019,9238,Advanced automotive electronic engineering,000,,000,,Manifesto-2018_9238_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,Le lezioni del primo anno di corso sono erogate presso l'Ateneo di Bologna mentre le lezioni del secondo anno saranno erogate presso l'Ateneo di Modena e Reggio Emilia.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9238/000/000/2017
2018/2019,9239,Advanced automotive engineering,B01,ADVANCED POWERTRAIN,000,,Manifesto-2018_9239_000_B01_2018,Curriculum Advanced Powertrain: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B01/000/2018
2018/2019,9239,Advanced automotive engineering,B01,ADVANCED POWERTRAIN,000,,Manifesto-2018_9239_000_B01_2017,Curriculum Advanced Powertrain: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B01/000/2017
2018/2019,9239,Advanced automotive engineering,B02,ADVANCED MOTORCYCLE ENGINEERING,000,,Manifesto-2018_9239_000_B02_2018,Curriculum Advanced Motorcycle Engineering: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B02/000/2018
2018/2019,9239,Advanced automotive engineering,B02,ADVANCED MOTORCYCLE ENGINEERING,000,,Manifesto-2018_9239_000_B02_2017,Curriculum Advanced Motorcycle Engineering: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B02/000/2017
2018/2019,9239,Advanced automotive engineering,B03,ADVANCED SPORTSCAR MANUFACTURING,000,,Manifesto-2018_9239_000_B03_2018,Curriculum Advanced Sportscar Manufacturing: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B03/000/2018
2018/2019,9239,Advanced automotive engineering,B03,ADVANCED SPORTSCAR MANUFACTURING,000,,Manifesto-2018_9239_000_B03_2017,Curriculum Advanced Sportscar Manufacturing: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9239/B03/000/2017
2018/2019,9242,Giurista per le imprese e per la pubblica amministrazione,B09,CONTRATTI E IMPRESA,000,,Manifesto-2018_9242_000_B09_2018,Curriculum Contratti e Impresa: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9242/B09/000/2018
2018/2019,9242,Giurista per le imprese e per la pubblica amministrazione,B16,AMMINISTRAZIONE E GOVERNO DEL TERRITORIO,000,,Manifesto-2018_9242_000_B16_2018,Curriculum Amministrazione e governo del territorio: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9242/B16/000/2018
2018/2019,9242,Giurista per le imprese e per la pubblica amministrazione,B17,"TRASPORTI, LOGISTICA E SISTEMI PORTUALI",000,,Manifesto-2018_9242_000_B17_2018,"Curriculum Trasporti, Logistica e Sistemi portuali: per studenti immatricolati nell'a.a. 2018-19",,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9242/B17/000/2018
2018/2019,9242,Giurista per le imprese e per la pubblica amministrazione,B18,"FOOD, SPORT E WELLNESS",000,,Manifesto-2018_9242_000_B18_2018,"Curriculum Food, Sport e Wellness: per studenti immatricolati nell'a.a. 2018-19",,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9242/B18/000/2018
2018/2019,9243,Ingegneria biomedica,000,,000,,Manifesto-2018_9243_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-2019,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9243/000/000/2018
2018/2019,9244,Fisica,000,,000,,Manifesto-2018_9244_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9244/000/000/2018
2018/2019,9245,Physics,A74,MATERIALS PHYSICS AND NANOSCIENCE,000,,Manifesto-2018_9245_000_A74_2018,Curriculum Materials physics and nanoscience: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9245/A74/000/2018
2018/2019,9245,Physics,B23,THEORETICAL PHYSICS,000,,Manifesto-2018_9245_000_B23_2018,Curriculum Theoretical physics: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9245/B23/000/2018
2018/2019,9245,Physics,B24,NUCLEAR AND SUBNUCLEAR PHYSICS,000,,Manifesto-2018_9245_000_B24_2018,Curriculum Nuclear and subnuclear physics: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9245/B24/000/2018
2018/2019,9245,Physics,B25,APPLIED PHYSICS,000,,Manifesto-2018_9245_000_B25_2018,Curriculum Applied physics: for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9245/B25/000/2018
2018/2019,9245,Physics,B26,DIDATTICA E STORIA DELLA FISICA,000,,Manifesto-2018_9245_000_B26_2018,Curriculum Didattica e storia della fisica: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9245/B26/000/2018
2018/2019,9246,Low carbon technologies and sustainable chemistry,000,,000,,Manifesto-2018_9246_000_000_2018,Course structure diagrams for students enrolled a.y. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/9246/000/000/2018
